,att.pitch,att.roll,att.yaw,acc.x,acc.y,acc.z,gyro.pitch_w,gyro.roll_w,gyro.yaw_w
2023-11-21 21:01:55.560,1.2999999523,5.8000001907,277.0,-46.0,201.0,1968.0,0.0,0.0,0.0
2023-11-21 21:01:55.570,1.2999999523,5.8000001907,277.0,-46.0,201.0,1968.0,0.0,0.0,0.0
2023-11-21 21:01:55.580,1.2999999523,5.8000001907,277.0,-47.0,202.0,1969.0,0.0,0.0,-0.0609756112
2023-11-21 21:01:55.590,1.2999999523,5.8000001907,277.0,-47.0,204.0,1968.0,0.0,0.0609756112,0.0
2023-11-21 21:01:55.600,1.2999999523,5.8000001907,277.0,-46.0,202.0,1966.0,0.0,0.0,-0.0609756112
2023-11-21 21:01:55.610,1.2999999523,5.8000001907,277.0,-46.0,201.0,1967.0,0.0,0.0,0.0
2023-11-21 21:01:55.620,1.2999999523,5.8000001907,277.0,-45.0,202.0,1968.0,0.0,0.0,-0.0609756112
2023-11-21 21:01:55.630,1.2999999523,5.8000001907,277.0,-45.0,200.0,1966.0,0.0,0.0,0.0609756112
2023-11-21 21:01:55.640,1.2999999523,5.8000001907,277.0,-45.0,200.0,1965.5,0.0,0.0304878056,0.0
2023-11-21 21:01:55.650,1.2999999523,5.8000001907,277.0,-45.0,200.0,1965.0,0.0,0.0609756112,-0.0609756112
2023-11-21 21:01:55.660,1.2999999523,5.8000001907,277.0,-45.0,202.0,1966.0,0.0,0.0,-0.0609756112
2023-11-21 21:01:55.670,1.2999999523,5.8000001907,277.0,-45.0,202.0,1966.0,0.0,0.0,0.0
2023-11-21 21:01:55.680,1.2999999523,5.8000001907,277.0,-45.0,200.0,1965.0,0.0,0.0,0.0
2023-11-21 21:01:55.690,1.2999999523,5.8000001907,277.0,-45.0,200.0,1965.0,0.0,0.0,0.0
2023-11-21 21:01:55.700,1.2999999523,5.8000001907,277.0,-45.0,201.0,1965.0,0.0,0.0609756112,-0.0609756112
2023-11-21 21:01:55.710,1.2999999523,5.8000001907,277.0,-46.0,202.0,1965.0,0.0,0.0,0.0
2023-11-21 21:01:55.720,1.2999999523,5.8000001907,277.0,-46.0,203.0,1965.0,-0.0609756112,0.0,0.0
2023-11-21 21:01:55.730,1.2999999523,5.8000001907,277.0,-45.5,202.0,1965.0,-0.0609756112,0.0,0.0
2023-11-21 21:01:55.740,1.2999999523,5.8000001907,277.0,-45.0,201.0,1965.0,-0.0609756112,0.0,0.0
2023-11-21 21:01:55.750,1.2999999523,5.8000001907,277.0,-44.0,201.0,1964.0,0.0,0.0,0.0
2023-11-21 21:01:55.760,1.2999999523,5.8000001907,277.0,-44.0,201.0,1964.0,0.0,0.0,0.0
2023-11-21 21:01:55.770,1.2999999523,5.8000001907,277.0,-44.0,200.0,1965.0,-0.0609756112,0.0609756112,-0.0609756112
2023-11-21 21:01:55.780,1.2999999523,5.8000001907,277.0,-46.0,199.0,1965.0,-0.0609756112,0.0609756112,-0.0609756112
2023-11-21 21:01:55.790,1.2999999523,5.8000001907,277.0,-45.0,200.0,1966.0,0.0,0.0609756112,-0.0609756112
2023-11-21 21:01:55.800,1.2999999523,5.8000001907,277.0,-44.5,200.5,1965.0,0.0,0.0304878056,-0.0609756112
2023-11-21 21:01:55.810,1.2999999523,5.8000001907,277.0,-44.0,201.0,1964.0,0.0,0.0,-0.0609756112
2023-11-21 21:01:55.820,1.2999999523,5.8000001907,277.0,-46.0,201.0,1965.0,0.0,0.0609756112,0.0609756112
2023-11-21 21:01:55.830,1.2999999523,5.8000001907,277.0,-45.0,201.0,1965.0,0.0,0.0,0.0
2023-11-21 21:01:55.840,1.2999999523,5.8000001907,277.0,-45.0,201.0,1965.0,-0.0609756112,0.0,-0.0609756112
2023-11-21 21:01:55.850,1.2999999523,5.8000001907,277.0,-45.0,201.0,1965.0,-0.0609756112,0.0,-0.0609756112
2023-11-21 21:01:55.860,1.2999999523,5.8000001907,277.0,-47.0,201.0,1966.0,0.0,0.0,-0.0609756112
2023-11-21 21:01:55.870,1.2999999523,5.8000001907,277.0,-46.0,202.0,1965.0,-0.0609756112,0.0,0.0
2023-11-21 21:01:55.880,1.2999999523,5.8000001907,277.0,-45.0,201.0,1964.0,-0.0609756112,0.0609756112,0.0
2023-11-21 21:01:55.890,1.2999999523,5.8000001907,277.0,-45.0,201.5,1963.5,-0.0304878056,0.0304878056,0.0
2023-11-21 21:01:55.900,1.2999999523,5.8000001907,277.0,-44.0,203.0,1964.0,0.0,0.0609756112,0.0
2023-11-21 21:01:55.910,1.2999999523,5.8000001907,277.0,-45.0,202.0,1963.0,0.0609756112,0.0,-0.0609756112
2023-11-21 21:01:55.920,1.2999999523,5.825000166875,277.0,-45.0,202.0,1964.0,0.0304878056,0.0,-0.0609756112
2023-11-21 21:01:55.930,1.2999999523,5.85000014305,277.0,-45.0,202.0,1965.0,0.0,0.0,-0.0609756112
2023-11-21 21:01:55.940,1.2999999523,5.85000014305,277.0,-44.0,199.0,1964.0,0.0609756112,0.0,0.0
2023-11-21 21:01:55.950,1.2999999523,5.8000001907,277.0,-46.0,202.0,1965.0,0.0,0.0,-0.0609756112
2023-11-21 21:01:55.960,1.2999999523,5.8000001907,277.0,-45.5,200.0,1965.0,-0.0304878056,0.0,-0.0304878056
2023-11-21 21:01:55.970,1.2999999523,5.8000001907,277.0,-45.0,198.0,1965.0,-0.0609756112,0.0,0.0
2023-11-21 21:01:55.980,1.2999999523,5.8000001907,277.0,-47.0,200.0,1964.0,0.0609756112,0.0,0.0
2023-11-21 21:01:55.990,1.2999999523,5.8000001907,277.0,-44.0,200.0,1965.0,0.0,0.0,-0.0609756112
2023-11-21 21:01:56.000,1.2999999523,5.8000001907,277.0,-45.0,201.0,1964.0,-0.0609756112,0.0,0.0
2023-11-21 21:01:56.010,1.2999999523,5.8000001907,277.0,-45.0,201.0,1964.0,-0.0609756112,0.0,0.0
2023-11-21 21:01:56.020,1.2999999523,5.8000001907,277.0,-47.0,203.0,1966.0,0.0,0.0609756112,-0.0609756112
2023-11-21 21:01:56.030,1.2999999523,5.8000001907,277.0,-46.5,201.5,1966.0,-0.0304878056,0.0304878056,-0.0304878056
2023-11-21 21:01:56.040,1.2999999523,5.8000001907,277.0,-46.0,200.0,1966.0,-0.0609756112,0.0,0.0
2023-11-21 21:01:56.050,1.2999999523,5.8000001907,277.0,-43.0,200.0,1964.0,-0.0609756112,0.0609756112,-0.0609756112
2023-11-21 21:01:56.060,1.2999999523,5.8000001907,277.0,-45.666666666666664,202.66666666666666,1965.3333333333333,-0.0609756112,0.0609756112,-0.0609756112
2023-11-21 21:01:56.070,1.2999999523,5.8000001907,277.0,-45.33333333333333,202.33333333333331,1965.1666666666665,-0.0304878056,0.0304878056,-0.0304878056
2023-11-21 21:01:56.080,1.2999999523,5.8000001907,277.0,-45.0,202.0,1965.0,0.0,0.0,0.0
2023-11-21 21:01:56.090,1.2999999523,5.8000001907,277.0,-46.0,202.0,1965.0,0.0,0.0,0.0
2023-11-21 21:01:56.100,1.2999999523,5.8000001907,277.0,-46.0,203.0,1964.0,0.0,0.0,0.0
2023-11-21 21:01:56.110,1.2999999523,5.8000001907,277.0,-47.0,203.0,1966.0,0.0,0.0,0.0
2023-11-21 21:01:56.120,1.2999999523,5.8000001907,277.0,-47.0,202.0,1965.5,0.0,0.0304878056,0.0
2023-11-21 21:01:56.130,1.2999999523,5.8000001907,277.0,-47.0,201.0,1965.0,0.0,0.0609756112,0.0
2023-11-21 21:01:56.140,1.2999999523,5.8000001907,277.0,-44.0,201.0,1965.0,0.0,0.0,0.0
2023-11-21 21:01:56.150,1.2999999523,5.85000014305,277.0,-46.0,204.0,1965.0,0.0,0.0609756112,-0.0609756112
2023-11-21 21:01:56.160,1.2999999523,5.875000119225,277.0,-45.5,202.5,1965.5,-0.0304878056,0.0609756112,-0.0609756112
2023-11-21 21:01:56.170,1.2999999523,5.9000000954,277.0,-45.0,201.0,1966.0,-0.0609756112,0.0609756112,-0.0609756112
2023-11-21 21:01:56.180,1.2999999523,5.9000000954,277.0,-46.0,202.0,1967.0,0.0,0.0,-0.0609756112
2023-11-21 21:01:56.190,1.2999999523,5.9000000954,277.0,-46.0,202.0,1967.0,0.0,0.0,-0.0609756112
2023-11-21 21:01:56.200,1.2999999523,5.9000000954,277.0,-46.0,201.0,1964.0,0.0609756112,0.0609756112,-0.0609756112
2023-11-21 21:01:56.210,1.2999999523,5.9000000954,277.0,-46.0,201.0,1964.0,-0.0609756112,0.0,0.0
2023-11-21 21:01:56.220,1.2999999523,5.9000000954,277.0,-45.0,201.0,1964.0,-0.0609756112,0.0609756112,0.0
2023-11-21 21:01:56.230,1.2999999523,5.9000000954,277.0,-46.333333333333336,201.0,1964.6666666666667,-0.0609756112,-0.020325203733333335,0.0
2023-11-21 21:01:56.240,1.2999999523,5.9000000954,277.0,-46.66666666666667,201.5,1964.8333333333335,-0.0304878056,-0.010162601866666668,-0.0304878056
2023-11-21 21:01:56.250,1.2999999523,5.9000000954,277.0,-47.0,202.0,1965.0,0.0,0.0,-0.0609756112
2023-11-21 21:01:56.260,1.2999999523,5.9000000954,277.0,-45.0,201.0,1965.0,0.0,0.0,0.0
2023-11-21 21:01:56.270,1.2999999523,5.9000000954,277.0,-45.0,201.0,1966.0,0.0,0.0,-0.0609756112
2023-11-21 21:01:56.280,1.2999999523,5.9000000954,277.0,-45.0,200.0,1965.5,-0.0304878056,0.0,-0.0609756112
2023-11-21 21:01:56.290,1.2999999523,5.9000000954,277.0,-45.0,199.0,1965.0,-0.0609756112,0.0,-0.0609756112
2023-11-21 21:01:56.300,1.2999999523,5.9000000954,277.0,-44.0,202.0,1963.0,0.0,0.0,0.0
2023-11-21 21:01:56.310,1.2999999523,5.9000000954,277.0,-45.0,202.5,1963.0,-0.0609756112,-0.0304878056,0.0
2023-11-21 21:01:56.320,1.2999999523,5.9000000954,277.0,-46.0,203.0,1963.0,-0.1219512224,-0.0609756112,0.0
2023-11-21 21:01:56.330,1.2999999523,5.9000000954,277.0,-46.0,204.0,1962.0,0.0,0.0,0.0
2023-11-21 21:01:56.340,1.2999999523,5.9000000954,277.0,-47.0,200.0,1962.0,0.0,0.0,0.0
2023-11-21 21:01:56.350,1.2999999523,5.9000000954,277.0,-47.0,203.0,1962.0,0.0,-0.0609756112,0.0
2023-11-21 21:01:56.360,1.2999999523,5.9000000954,277.0,-47.0,203.0,1962.0,0.0,-0.0609756112,0.0
2023-11-21 21:01:56.370,1.2999999523,5.9000000954,277.0,-46.0,203.0,1961.0,0.0609756112,0.0,0.0
2023-11-21 21:01:56.380,1.2999999523,5.9000000954,277.0,-46.0,200.0,1962.0,0.0,0.0,0.0
2023-11-21 21:01:56.390,1.2999999523,5.9000000954,277.0,-46.0,202.0,1959.0,-0.0609756112,0.0609756112,0.0
2023-11-21 21:01:56.400,1.2999999523,5.9000000954,277.0,-46.0,203.0,1959.0,0.0,0.0,0.0
2023-11-21 21:01:56.410,1.2999999523,5.9000000954,277.0,-46.0,203.0,1959.0,0.0,0.0,0.0
2023-11-21 21:01:56.420,1.2999999523,5.9000000954,277.0,-45.0,202.0,1961.0,0.0,0.0,0.0
2023-11-21 21:01:56.430,1.2999999523,5.9000000954,277.0,-45.0,202.0,1961.0,0.0,0.0,0.0
2023-11-21 21:01:56.440,1.2999999523,5.9000000954,277.0,-45.0,202.0,1961.0,0.0,0.0,0.0
2023-11-21 21:01:56.450,1.2999999523,5.9000000954,277.0,-45.0,202.0,1959.0,0.0,0.0,0.0
2023-11-21 21:01:56.460,1.2999999523,5.9000000954,277.0,-45.0,202.0,1960.0,0.0,0.0609756112,0.0
2023-11-21 21:01:56.470,1.2999999523,5.9000000954,277.0,-45.0,202.0,1960.0,0.0,0.0609756112,0.0
2023-11-21 21:01:56.480,1.2999999523,5.9000000954,277.0,-46.0,202.0,1960.0,0.0,0.0,0.0
2023-11-21 21:01:56.490,1.2999999523,5.9000000954,277.0,-47.0,203.0,1961.0,0.0,0.0609756112,-0.0609756112
2023-11-21 21:01:56.500,1.2999999523,5.9000000954,277.0,-47.0,203.0,1960.0,0.0,0.0,0.0
2023-11-21 21:01:56.510,1.2999999523,5.9000000954,277.0,-47.0,203.0,1960.0,0.0,0.0,0.0
2023-11-21 21:01:56.520,1.2999999523,5.9000000954,277.0,-45.0,201.0,1960.0,0.0,0.0609756112,0.0
2023-11-21 21:01:56.530,1.2999999523,5.9000000954,277.0,-45.0,202.0,1960.0,-0.0609756112,0.0,0.0
2023-11-21 21:01:56.540,1.2999999523,5.9000000954,277.0,-44.0,200.0,1961.0,0.0,0.0,0.0
2023-11-21 21:01:56.550,1.2999999523,5.9000000954,277.0,-47.0,201.0,1960.0,0.0,-0.0609756112,0.0609756112
2023-11-21 21:01:56.560,1.2999999523,5.9000000954,277.0,-47.0,201.0,1960.0,0.0,-0.0609756112,0.0609756112
2023-11-21 21:01:56.570,1.2999999523,5.9000000954,277.0,-45.0,201.0,1961.0,0.0,0.0,0.0
2023-11-21 21:01:56.580,1.2999999523,5.9000000954,277.0,-44.5,200.5,1960.5,0.0,0.0,0.0
2023-11-21 21:01:56.590,1.2999999523,5.9000000954,277.0,-44.0,200.0,1960.0,0.0,0.0,0.0
