,att.pitch,att.roll,att.yaw,acc.x,acc.y,acc.z,gyro.pitch_w,gyro.roll_w,gyro.yaw_w
2023-11-21 20:58:57.950,3.0,5.5999999046,333.0,-103.0,195.0,1984.0,0.0,0.0609756112,-0.0609756112
2023-11-21 20:58:57.960,3.0,5.5999999046,333.0,-104.0,197.0,1984.0,0.0,0.0,0.0
2023-11-21 20:58:57.970,3.0,5.5999999046,333.0,-103.0,196.0,1983.0,0.1219512224,0.0,0.0609756112
2023-11-21 20:58:57.980,3.0,5.5999999046,333.0,-103.0,196.0,1983.0,0.1219512224,0.0,0.0609756112
2023-11-21 20:58:57.990,3.0,5.5999999046,333.0,-105.0,195.0,1984.0,0.1219512224,0.0,0.0
2023-11-21 20:58:58.000,3.0,5.5999999046,333.0,-105.0,198.0,1983.0,0.0609756112,0.0,-0.1219512224
2023-11-21 20:58:58.010,3.0,5.5999999046,333.0,-104.0,196.0,1985.0,-0.0609756112,0.0,0.0609756112
2023-11-21 20:58:58.020,3.0,5.5999999046,333.0,-104.0,196.0,1985.0,-0.0609756112,0.0,0.0609756112
2023-11-21 20:58:58.030,3.0,5.5999999046,333.0,-104.0,195.0,1985.0,0.0609756112,-0.0609756112,0.0
2023-11-21 20:58:58.040,3.0,5.5999999046,333.0,-105.0,196.0,1984.0,-0.0609756112,0.0,0.0
2023-11-21 20:58:58.050,3.0,5.5999999046,333.0,-104.0,196.0,1983.0,0.0,0.0,0.0
2023-11-21 20:58:58.060,3.0,5.5999999046,333.0,-104.0,196.0,1983.5,0.0,0.0304878056,-0.0304878056
2023-11-21 20:58:58.070,3.0,5.5999999046,333.0,-104.0,196.0,1984.0,0.0,0.0609756112,-0.0609756112
2023-11-21 20:58:58.080,3.0,5.5999999046,333.0,-103.0,197.0,1983.0,-0.0609756112,0.0,0.0
2023-11-21 20:58:58.090,3.0,5.5999999046,333.0,-104.0,197.0,1984.0,0.0,0.0,-0.0609756112
2023-11-21 20:58:58.100,3.0,5.5999999046,333.0,-103.0,194.0,1984.0,-0.0609756112,0.0,-0.0609756112
2023-11-21 20:58:58.110,3.0,5.5999999046,333.0,-103.25,194.5,1984.5,-0.0304878056,0.0,-0.0457317084
2023-11-21 20:58:58.120,3.0,5.5999999046,333.0,-103.5,195.0,1985.0,0.0,0.0,-0.0304878056
2023-11-21 20:58:58.130,3.0,5.5999999046,333.0,-103.0,195.0,1984.0,0.0304878056,0.0,0.0
2023-11-21 20:58:58.140,3.0,5.5999999046,333.0,-103.0,195.0,1983.0,0.0609756112,0.0,0.0
2023-11-21 20:58:58.150,3.0,5.5999999046,333.0,-104.0,196.0,1984.0,0.0609756112,0.0,0.0609756112
2023-11-21 20:58:58.160,3.0,5.5999999046,333.0,-103.0,195.0,1984.0,-0.0609756112,0.0,0.0
2023-11-21 20:58:58.170,3.0,5.5999999046,333.0,-103.0,196.0,1984.0,0.0,0.0,0.0
2023-11-21 20:58:58.180,3.0,5.5999999046,333.0,-103.5,196.0,1984.0,0.0304878056,-0.0304878056,-0.0304878056
